425,Room 913,10th Floor,2022-09-03,2022-05-14,Menard Kraft,38,Lettuce - Romaine,42,12,504,21,609.84
426,Room 679,4th Floor,2022-04-08,2022-05-11,Cordula Abramsky,50,Beans - Yellow,5,91,455,7,486.85
427,Room 580,PO Box 95003,2022-12-01,2023-12-14,Bettine Duggleby,13,,85,71,6035,10,
428,10th Floor,PO Box 55113,2023-03-14,2022-12-16,Mordy Niles,23,"Pasta - Cappellini, Dry",5,30,150,21,181.5
429,Suite 14,Room 1273,2022-05-25,2023-08-23,Arnuad Savidge,31,"Garlic - Primerba, Paste",50,14,700,10,770
430,Suite 28,Room 567,2022-11-09,2024-03-29,Thornton Foskew,20,Almonds Ground Blanched,29,62,1798,21,2175.58
431,Suite 55,Room 1456,2022-05-21,2022-09-15,Orson Karpychev,41,Snapple Raspberry Tea,94,82,7708,21,9326.68
432,PO Box 29458,Suite 78,2022-11-05,2022-05-25,Freddy Bonwick,23,,93,28,2604,10,
433,14th Floor,PO Box 69876,2022-08-18,2022-08-10,Antons Woodington,44,Muffin Hinge 117n,36,92,3312,21,4007.52
434,Room 518,Suite 55,2022-11-11,2022-06-18,Ally Guiet,2,Green Tea Refresher,82,59,4838,7,5176.66
435,11th Floor,Room 125,2022-06-16,2023-12-14,Patsy McIlvaney,38,Nantucket - Carrot Orange,40,11,440,10,484
436,17th Floor,Room 980,2023-01-16,2022-10-31,Ken Caldaro,10,Spaghetti Squash,98,87,8526,7,9122.82
437,Room 860,8th Floor,2023-03-27,2022-09-09,Belle Longo,6,Cocktail Napkin Blue,39,100,3900,10,4290
438,PO Box 89137,Suite 55,2023-03-05,2023-04-02,Winni Levens,13,Hipnotiq Liquor,70,13,910,7,973.7
439,Room 1190,Apt 461,2022-04-29,2022-06-24,Conny Gligoraci,6,Pastry - Baked Scones - Mini,13,93,1209,21,1462.89
440,16th Floor,Suite 96,2022-07-25,2022-10-14,Tye Hulland,2,Flavouring Vanilla Artificial,75,89,6675,21,8076.75
441,16th Floor,Suite 77,2022-07-19,2023-06-15,Eran Casine,49,Mini - Vol Au Vents,77,26,2002,21,2422.42
442,PO Box 3914,Room 1318,2022-08-09,2023-08-19,Germain Clemmitt,17,"Trout - Rainbow, Frozen",32,45,1440,21,1742.4
443,PO Box 57486,PO Box 72107,2023-03-28,2023-10-12,Robbin Fessby,45,Lotus Rootlets - Canned,36,19,684,7,731.88
444,13th Floor,Apt 1452,2022-12-29,2022-09-29,Norah Lamlin,42,Frangelico,98,74,7252,21,8774.92
445,Room 654,14th Floor,2022-04-10,2023-04-13,Kandace Stutard,4,Beer - Tetleys,77,28,2156,21,2608.76
446,5th Floor,14th Floor,2023-03-31,2023-04-10,Christopher Bottomore,6,Tea - Decaf 1 Cup,62,88,5456,7,5837.92
447,PO Box 28410,Apt 587,2022-09-03,2022-08-22,Yevette Clout,21,Longan,8,75,600,10,660
448,PO Box 6128,PO Box 32121,2022-09-19,2023-10-14,Willard Luca,27,"Cod - Salted, Boneless",22,61,1342,21,1623.82
449,11th Floor,Apt 442,2022-07-17,2022-12-15,Linet Baumer,13,,6,63,378,10,
450,Apt 17,Apt 598,2022-12-06,2024-01-18,Kendricks Ianni,39,Cake - Pancake,19,33,627,10,689.7
451,PO Box 30978,Suite 64,2022-12-20,2023-11-22,Maisie Beswetherick,1,Table Cloth 72x144 White,25,7,175,7,187.25
452,Room 1734,17th Floor,2023-04-01,2022-04-20,Bord Nell,29,Green Tea Refresher,1,80,80,21,96.8
453,Apt 1907,12th Floor,2023-02-12,2023-05-24,Ruprecht Fanner,6,Sour Puss - Tangerine,20,53,1060,7,1134.2
454,Room 1252,PO Box 34500,2022-06-03,2023-07-07,Monti McTurlough,26,Yeast Dry - Fermipan,19,98,1862,10,2048.2
455,PO Box 68642,16th Floor,2022-11-04,2023-05-06,Juli McQuaide,10,Snapple Lemon Tea,23,17,391,21,473.11
456,12th Floor,PO Box 12483,2022-07-12,2023-06-28,Adella Bothwell,26,Wine - Jafflin Bourgongone,99,89,8811,21,10661.31
457,,,2022-11-09,2023-06-19,,19,Wine - Sogrape Mateus Rose,73,73,5329,21,6448.09
458,Apt 30,Apt 1038,2022-11-27,2023-01-04,Harland Arpur,11,"Sparkling Wine - Rose, Freixenet",15,77,1155,10,1270.5
459,PO Box 24909,Room 961,2023-03-24,2024-01-05,Abeu Arniz,48,Beef - Top Sirloin - Aaa,41,52,2132,10,2345.2
460,PO Box 44933,Room 895,2022-11-09,2023-07-09,Janel Broadberry,6,Cheese Cheddar Processed,98,33,3234,10,3557.4
461,Room 1244,Room 1588,2023-01-25,2022-05-01,Gaven Mountlow,5,Ice Cream Bar - Oreo Sandwich,23,96,2208,21,2671.68
462,20th Floor,Suite 62,2023-01-15,2023-06-12,Maybelle Wickenden,26,Chicken - Wieners,24,20,480,7,513.6
463,,,2023-03-31,2022-07-08,,25,,26,44,1144,21,
464,PO Box 48792,4th Floor,2022-12-13,2022-08-06,Ed Messom,9,"Mushroom - Chanterelle, Dry",81,21,1701,10,1871.1
465,PO Box 92527,Room 1760,2022-04-08,2023-05-05,Karole Firebrace,19,Pear - Halves,22,7,154,10,169.4
466,3rd Floor,PO Box 3202,2022-04-27,2023-03-29,Temp Clift,19,Longos - Chicken Caeser Salad,96,23,2208,7,2362.56
467,PO Box 15048,19th Floor,2022-07-23,2023-10-24,Barrett Dibbin,50,Parasol Pick Stir Stick,24,7,168,10,184.8
468,,,2022-11-23,2024-02-04,,4,Muffin Orange Individual,52,51,2652,21,3208.92
469,Apt 1652,Apt 563,2022-09-16,2022-06-25,Carolan Donnison,33,Versatainer Nc - 8288,3,91,273,10,300.3
470,15th Floor,17th Floor,2023-01-16,2024-01-22,Josy Dofty,46,Table Cloth 72x144 White,6,27,162,7,173.34
471,Room 1690,Apt 198,2022-10-08,2022-07-14,Carla Heselwood,4,Shichimi Togarashi Peppeers,53,38,2014,7,2154.98
472,,,2022-11-27,2022-06-13,,36,"Cake Circle, Paprus",44,8,352,10,387.2
473,PO Box 78108,Suite 61,2022-12-05,2024-01-29,Kristel Rudloff,10,Wine - Rosso Toscano Igt,38,77,2926,10,3218.6
474,Room 298,Room 1034,2022-07-13,2023-03-16,Alwyn Cotterill,33,Bread - Italian Corn Meal Poly,60,90,5400,21,6534
475,Apt 1655,PO Box 63400,2023-03-12,2022-06-17,Seamus Justun,17,Lamb - Shoulder,50,18,900,7,963
476,Apt 953,PO Box 25688,2023-02-16,2023-04-23,Bennett Smees,13,"Stock - Veal, Brown",30,97,2910,21,3521.1
477,Room 903,Apt 163,2022-07-21,2022-07-27,Manuel Addington,39,Lettuce - Romaine,93,49,4557,21,5513.97
478,Suite 46,Room 1556,2022-08-17,2022-04-21,Pancho Dollar,11,,91,26,2366,10,
479,,,2022-11-04,2023-02-15,,31,Sauce - Cranberry,100,89,8900,21,10769
480,Suite 13,Apt 1709,2022-04-03,2023-04-11,Margret Fortescue,2,Olives - Nicoise,53,26,1378,21,1667.38
481,18th Floor,Apt 240,2023-01-23,2022-12-23,Serge Bickersteth,24,"Yogurt - Strawberry, 175 Gr",30,87,2610,10,2871
482,PO Box 29698,PO Box 13595,2022-09-23,2023-04-14,Moyra Reedick,14,"Chicken - Leg, Boneless",59,38,2242,7,2398.94
483,Apt 1605,Suite 94,2022-07-16,2022-06-15,Christabel Kaes,22,Halibut - Steaks,88,14,1232,21,1490.72
484,Apt 633,Room 1454,2022-08-11,2023-02-08,Brynne Cuss,16,Wine - Piper Heidsieck Brut,76,84,6384,10,7022.4
485,Room 1511,Room 533,2023-01-31,2023-05-22,Ricardo Everwin,12,"Salmon - Whole, 4 - 6 Pounds",10,24,240,21,290.4
486,Room 1953,Suite 32,2022-08-11,2023-12-07,Randa Runcie,47,Sausage - Chorizo,18,58,1044,7,1117.08
487,Apt 1793,Room 73,2022-08-17,2022-10-30,Sheppard Holtum,11,Pasta - Fusili Tri - Coloured,45,47,2115,10,2326.5
488,Room 18,Apt 1941,2023-03-21,2022-10-23,Elspeth Ruhben,6,,4,43,172,7,
489,12th Floor,Room 359,2023-01-08,2023-09-06,Koral Krojn,30,,20,51,1020,21,
490,Suite 36,PO Box 83471,2022-12-21,2023-03-24,Paulie Tumpane,4,Carroway Seed,23,87,2001,21,2421.21
491,Suite 8,Suite 1,2022-11-21,2022-10-31,Phylys Williamson,22,Longos - Chicken Cordon Bleu,75,47,3525,10,3877.5
492,Apt 812,Room 594,2022-09-05,2023-08-09,Verine Uwins,18,"Fish - Scallops, Cold Smoked",13,22,286,21,346.06
493,PO Box 33257,Suite 93,2022-07-24,2023-01-05,Rianon McMeyler,7,Wild Boar - Tenderloin,41,70,2870,7,3070.9
494,Apt 749,PO Box 9747,2022-06-15,2022-04-29,Carlie Noel,27,,27,5,135,10,
495,13th Floor,Room 1469,2023-03-06,2023-12-04,Grove Undrell,42,"Napkin - Dinner, White",78,93,7254,21,8777.34
496,,,2022-08-20,2022-08-06,,34,Liqueur - Melon,18,9,162,21,196.02
497,Apt 1097,Room 390,2022-11-13,2024-03-07,Brandise Bassindale,42,Apricots - Halves,91,26,,7,2531.62
498,PO Box 68225,5th Floor,2022-05-15,2022-07-16,Waring Bloodworth,8,Pastry - Mini French Pastries,31,31,961,7,1028.27
499,,,2022-05-21,2023-11-06,,22,Peppercorns - Pink,27,64,1728,10,1900.8
500,,,2022-05-23,2023-06-11,,36,Scallop - St. Jaques,82,99,8118,21,9822.78
501,Suite 9,PO Box 86844,2022-08-04,2022-04-18,Estella Sherrin,17,Broom - Corn,65,71,4615,21,5584.15
502,,,2022-10-06,2024-03-24,,38,,48,48,2304,7,
503,Room 48,Apt 1252,2022-08-14,2023-01-03,Betsy Gabb,35,Coffee - 10oz Cup 92961,81,61,,21,5978.61
504,Room 1924,PO Box 44973,2022-07-12,2023-01-31,Vassili Rickman,24,"Sugar - Brown, Individual",72,14,1008,21,1219.68
505,Room 1472,Room 1024,2022-09-12,2023-07-28,Randi Earsman,45,"Wine - Red, Cabernet Merlot",87,98,8526,10,9378.6
506,Room 1986,Apt 1249,2022-06-14,2024-02-24,Fidelio Midlane,4,"Carrots - Mini, Stem On",20,21,420,10,462
507,Apt 1098,Room 1030,2022-04-11,2023-07-12,Antonina Giffard,23,"Octopus - Baby, Cleaned",72,74,5328,10,5860.8
508,Room 1814,PO Box 61459,2023-01-31,2023-07-09,Giulia Weall,27,"Pork - Tenderloin, Fresh",40,95,3800,10,4180
509,Room 260,Room 348,2023-02-01,2023-12-07,Jacqueline Aulton,50,Avocado,56,77,4312,21,5217.52
510,Room 1388,Suite 21,2022-04-28,2024-02-17,Kari Girth,34,Island Oasis - Mango Daiquiri,89,87,7743,10,8517.3
511,Apt 1970,16th Floor,2022-07-06,2023-01-12,Delainey Blakely,22,"Club Soda - Schweppes, 355 Ml",2,76,152,21,183.92
512,Room 789,1st Floor,2022-10-11,2023-12-03,Blanche Naire,30,Flour - Cake,87,48,4176,10,4593.6
513,Suite 46,Apt 11,2023-01-05,2023-10-13,Lucila Counsell,27,Soup - Campbells - Tomato,54,24,1296,7,1386.72
514,Room 1708,11th Floor,2022-08-22,2022-11-19,Peri Kamiyama,43,Coffee - Egg Nog Capuccino,4,34,136,21,164.56
515,Room 107,Room 1642,2022-10-26,2023-12-04,Bartholomeus Yearsley,35,Pears - Anjou,83,88,7304,10,8034.4
516,Apt 97,Room 1151,2022-09-12,2023-12-06,Rance List,8,Coffee - Almond Amaretto,86,67,5762,7,6165.34
517,Apt 793,Suite 54,2023-01-07,2022-04-28,Wileen Booth-Jarvis,5,Carbonated Water - Wildberry,76,61,4636,10,5099.6
518,Apt 1565,Apt 1324,2022-11-03,2022-05-27,Marley Suatt,34,Muffins - Assorted,58,86,4988,21,6035.48
519,,,2022-11-19,2023-04-29,,12,,3,37,111,21,
520,18th Floor,PO Box 49765,2022-04-06,2023-01-09,Morena Yegorkin,40,Mousse - Mango,55,69,3795,7,4060.65
521,Suite 35,Room 1029,2022-07-02,2024-02-22,Hestia Baggallay,36,Cleaner - Lime Away,64,98,6272,7,6711.04
522,,,2022-08-24,2023-12-07,,18,Flower - Dish Garden,4,69,276,10,303.6
523,PO Box 88215,PO Box 46616,2022-07-26,2023-06-22,Obidiah Duffett,4,"Brandy - Orange, Mc Guiness",55,76,4180,10,4598
524,Apt 225,Suite 95,2022-08-06,2023-09-09,Haleigh Writtle,11,Relish,61,81,4941,7,5286.87
525,Apt 1830,PO Box 63178,2022-08-16,2024-02-20,Ulrica Zanelli,44,Bread - Onion Focaccia,11,27,297,10,326.7
526,15th Floor,Suite 15,2022-09-17,2023-01-11,Nicko Colton,6,Crab - Meat Combo,94,77,7238,10,7961.8
527,,,2023-03-16,2022-06-06,,26,"Pasta - Lasagna Noodle, Frozen",59,52,3068,10,3374.8
528,Apt 57,2nd Floor,2022-12-21,2022-06-25,Pippo Thorbon,33,Syrup - Monin - Granny Smith,2,31,62,21,75.02
529,PO Box 72467,Apt 1523,2022-05-20,2023-03-17,Vergil Earney,35,Creamers - 10%,56,16,896,21,1084.16
530,Room 873,Apt 1166,2023-04-01,2022-11-16,Merry Baison,8,Beef - Texas Style Burger,33,81,2673,21,3234.33
531,Suite 82,Room 112,2023-01-19,2023-05-22,Yorgos Arington,39,Appetizer - Smoked Salmon / Dill,1,66,66,7,70.62
532,16th Floor,PO Box 96425,2023-01-26,2022-07-05,Harlie Thickett,47,Lemon Balm - Fresh,12,36,432,10,475.2
533,Room 1196,Suite 60,2022-12-17,2023-12-27,Ludvig Turone,38,Glycerine,7,58,406,7,434.42
534,Suite 78,PO Box 3323,2022-12-12,2023-08-15,Tim Brookshaw,39,Compound - Passion Fruit,82,76,6232,21,7540.72
535,Suite 53,Suite 52,2022-12-19,2023-09-11,Ginger Drains,17,Longan,56,70,3920,21,4743.2
536,13th Floor,Room 909,2022-06-29,2022-12-10,Nisse Sabin,49,Soup Campbells Mexicali Tortilla,42,39,1638,7,1752.66
537,PO Box 28180,10th Floor,2022-07-12,2022-09-28,Amalie Regler,28,Lettuce - Arugula,51,100,5100,21,6171
538,Suite 5,11th Floor,2022-07-30,2022-06-12,Anstice de la Valette Parisot,5,Wine - Sicilia Igt Nero Avola,9,63,567,10,623.7
539,Room 1341,15th Floor,2022-04-21,2023-03-13,Onida Oxtaby,45,Coffee - 10oz Cup 92961,99,70,6930,10,7623
540,Suite 61,Apt 82,2022-10-28,2022-11-28,Nicol Duckers,28,Grapefruit - Pink,85,99,8415,21,10182.15
541,Room 421,PO Box 76465,2022-05-09,2023-07-04,Gunter Ronisch,26,"Bread - Rolls, Corn",18,16,288,7,308.16
542,PO Box 1175,Suite 14,2022-08-13,2023-07-24,Gusti Danzey,42,"Red Snapper - Fresh, Whole",26,58,1508,21,1824.68
543,Suite 99,PO Box 81395,2023-01-19,2023-08-05,Jameson Erangy,42,Wine - Guy Sage Touraine,44,96,4224,21,5111.04
544,Suite 50,Suite 97,2022-10-07,2022-06-24,Ernst Yeulet,7,Bar Mix - Lemon,11,86,946,7,1012.22
545,Room 1469,17th Floor,2023-03-09,2024-02-02,Burl Gribben,29,Tomato - Tricolor Cherry,43,100,4300,10,4730
546,Room 1635,3rd Floor,2022-09-28,2023-10-18,Lanie Bart,5,"Wine - Niagara,vqa Reisling",65,80,,7,5564
547,,,2023-01-02,2022-05-26,,21,Lamb - Loin Chops,34,8,272,7,291.04
548,Apt 1169,PO Box 85900,2022-11-14,2023-01-26,Lorine Grant,13,Lid - 3oz Med Rec,3,40,120,21,145.2
549,Room 42,Suite 86,2023-03-26,2023-05-30,Hector Domek,28,Bread - Raisin Walnut Pull,13,22,286,21,346.06
550,Apt 1734,PO Box 11566,2022-12-11,2022-04-27,Aretha Glanders,33,Wine - Clavet Saint Emilion,56,25,1400,7,1498
551,Apt 394,8th Floor,2022-12-08,2023-05-14,Arabelle Mompesson,12,Mussels - Cultivated,67,73,4891,21,5918.11
552,PO Box 47445,Room 1092,2022-10-02,2023-07-19,Inez Saw,50,Cheese - Swiss Sliced,72,21,1512,7,1617.84
553,Apt 1711,PO Box 10951,2023-01-07,2022-10-02,Stanford Yoodall,10,Nantuket Peach Orange,69,12,828,10,910.8
554,PO Box 55196,Apt 690,2022-06-08,2023-08-24,Idette Cavalier,25,Veal - Striploin,70,87,6090,7,6516.3
555,PO Box 35256,20th Floor,2022-08-01,2022-10-08,Aurlie Seak,23,"Soup - Knorr, Ministrone",71,62,4402,21,5326.42
556,Suite 70,Apt 743,2022-04-16,2022-05-19,Arabel Doyland,48,Spice - Peppercorn Melange,46,19,874,21,1057.54
557,Apt 1372,Suite 89,2022-11-04,2024-01-30,Rosaline Billitteri,33,Stock - Fish,58,58,3364,7,3599.48
558,PO Box 78689,Room 1134,2022-04-22,2023-02-16,Avery Edgworth,23,Caviar - Salmon,21,5,105,21,127.05
559,Room 662,Room 963,2022-04-04,2022-09-13,Sandi Smillie,18,Sage - Rubbed,16,61,976,10,1073.6
560,PO Box 56172,Room 429,2022-07-29,2023-07-17,Teddie Innerstone,33,Durian Fruit,100,14,1400,10,1540
561,Suite 97,Suite 94,2022-05-08,2023-08-27,Georas Scanes,1,,5,61,305,7,
562,Room 519,Apt 1532,2022-05-07,2022-10-23,Amalee Streeten,15,Paper - Brown Paper Mini Cups,51,47,2397,10,2636.7
563,,,2022-09-06,2024-01-31,,35,Mackerel Whole Fresh,30,10,,10,330
564,,,2023-01-11,2023-10-30,,39,True - Vue Containers,62,11,682,21,825.22
565,18th Floor,PO Box 78736,2022-07-31,2023-10-04,Gwynne Vallentine,1,"Sparkling Wine - Rose, Freixenet",99,74,7326,7,7838.82
566,Room 1461,Apt 949,2022-05-28,2022-07-11,Milissent Beacroft,31,"Beef - Kindney, Whole",55,40,2200,10,2420
567,,,2023-03-27,2022-05-19,,19,Salt And Pepper Mix - White,15,40,600,10,660
568,PO Box 7863,PO Box 39455,2022-06-28,2024-03-27,Kettie Brydone,25,Energy Drink - Redbull 355ml,60,81,,10,5346
569,Room 1461,Suite 77,2023-03-26,2023-01-13,Prissie Fairburn,49,"Lamb - Leg, Boneless",36,62,2232,10,2455.2
570,Room 326,Suite 58,2022-05-09,2023-12-03,Chery Vaan,7,Relish,85,29,2465,21,2982.65
571,8th Floor,Room 723,2022-11-15,2023-02-09,Debora Pogosian,34,Chinese Lemon Pork,55,73,4015,21,4858.15
572,Room 1563,PO Box 82500,2022-05-08,2022-12-25,Allianora Frapwell,39,Puree - Blackcurrant,2,100,200,10,220
573,,,2022-11-08,2022-11-10,,9,"Chicken - White Meat, No Tender",60,59,3540,7,3787.8
574,Apt 1800,14th Floor,2022-05-11,2022-12-21,Floris Pawle,8,Longos - Chicken Curried,63,54,3402,7,3640.14
575,11th Floor,Suite 80,2022-08-10,2022-12-18,Aile Gulliver,46,Muffin - Mix - Creme Brule 15l,91,94,8554,7,9152.78
576,PO Box 9056,7th Floor,2023-02-18,2022-10-09,Effie Barniss,21,"Cake Circle, Paprus",78,46,3588,21,4341.48
577,Room 1808,Suite 47,2023-03-27,2023-08-02,Jacintha Dulieu,34,Jam - Apricot,70,66,4620,7,4943.4
578,19th Floor,Room 291,2022-06-07,2023-12-22,Tabby Sonschein,27,Banana - Leaves,84,5,420,21,508.2
579,11th Floor,Apt 1719,2022-04-20,2023-09-25,Barnabe Baldazzi,28,"Juice - Clamato, 341 Ml",64,40,2560,7,2739.2
580,Suite 13,Apt 1967,2023-02-08,2023-01-09,Donetta Dayment,11,Shrimp - Black Tiger 6 - 8,66,49,3234,10,3557.4
581,4th Floor,6th Floor,2022-12-05,2023-10-24,Thaine Skeermor,17,Ecolab - Mikroklene 4/4 L,78,20,1560,21,1887.6
582,Suite 32,Room 1988,2022-09-21,2022-05-16,Gradey Llopis,21,Nantucket - Carrot Orange,84,35,2940,10,3234
583,Suite 25,Room 769,2023-01-30,2023-04-12,Al Christou,15,Duck - Legs,14,71,994,7,1063.58
584,Suite 63,13th Floor,2023-01-13,2022-09-12,Donny Asmus,27,Mix - Cappucino Cocktail,2,58,116,10,127.6
585,5th Floor,Apt 1860,2022-10-10,2023-03-07,Yulma Higginbottam,40,Scallops - U - 10,31,62,1922,7,2056.54
586,PO Box 55393,6th Floor,2023-03-30,2023-09-25,Cindelyn Southway,40,Wine - Sawmill Creek Autumn,19,74,1406,10,1546.6
587,,,2022-09-11,2022-08-29,,30,Island Oasis - Banana Daiquiri,16,78,1248,10,1372.8
588,PO Box 14353,17th Floor,2023-02-07,2023-05-24,Elston Geydon,43,Wine - Riesling Alsace Ac 2001,27,66,1782,10,1960.2
589,13th Floor,Apt 686,2022-05-13,2022-09-06,Meara Eymer,26,Cafe Royale,98,5,490,10,539
590,2nd Floor,Suite 46,2023-03-15,2022-08-28,Thedric Lott,46,Melon - Watermelon Yellow,50,29,1450,21,1754.5
591,5th Floor,4th Floor,2022-11-20,2023-01-30,Anatola Bottell,10,Table Cloth 72x144 White,10,17,,7,181.9
592,,,2022-04-11,2022-12-11,,40,Pastry - Chocolate Marble Tea,11,75,825,7,882.75
593,,,2022-10-15,2022-12-07,,14,,4,68,272,21,
594,PO Box 55176,18th Floor,2023-03-19,2023-09-02,Nelle Swancock,42,"Basil - Dry, Rubbed",41,45,1845,21,2232.45
595,PO Box 64112,Apt 1444,2022-09-30,2024-03-15,Fletcher Boneham,18,Crackers - Trio,68,72,4896,7,5238.72
596,Room 763,Suite 21,2022-05-30,2024-02-01,Giacopo Lewington,4,Haggis,31,87,2697,7,2885.79
597,Apt 1010,6th Floor,2022-09-02,2023-12-18,Scarface Zanolli,46,Eggplant - Baby,46,47,2162,21,2616.02
598,Apt 1655,Suite 15,2022-09-30,2023-01-12,Prue Bate,34,Pepper - Jalapeno,54,23,1242,7,1328.94
599,PO Box 5703,Suite 46,2023-02-13,2023-09-05,Liva Houson,40,Veal - Bones,48,14,672,21,813.12
600,11th Floor,7th Floor,2022-07-25,2022-08-18,Delia Croisdall,31,Cake Slab,27,55,1485,7,1588.95
