68,Suite 43,Apt 938,2023-03-13,2022-06-15,Althea Harwick,14,"Shrimp - Baby, Warm Water",80,36,2880,10,3168
69,,,2023-03-27,2024-01-14,,10,Couscous,17,97,1649,7,1764.43
70,Room 488,Apt 1755,2023-01-05,2023-03-27,Cos Kiehl,43,Beef Cheek Fresh,9,14,126,21,152.46
71,7th Floor,2nd Floor,2022-07-23,2022-08-18,Kaleena Keningham,43,Pork - Caul Fat,21,96,2016,7,2157.12
72,Room 461,20th Floor,2022-07-31,2023-08-30,Zollie Targetter,7,Muffin Mix - Morning Glory,46,47,2162,10,2378.2
73,Suite 35,Room 101,2022-07-11,2022-12-05,Bibby Polkinghorne,35,Tequila - Sauza Silver,36,75,2700,21,3267
74,Suite 19,Apt 489,2022-12-01,2024-01-31,Andrus Temperton,12,Beer - Heinekin,5,78,390,7,417.3
75,Room 1792,5th Floor,2022-06-14,2022-06-05,Mitchell Padkin,43,Silicone Paper 16.5x24,30,68,2040,7,2182.8
76,17th Floor,Apt 1687,2023-03-07,2023-06-15,Carlie Shapero,36,,96,92,8832,21,
77,Suite 35,Room 387,2022-04-02,2022-07-16,Charisse Giraudou,2,Asparagus - Frozen,21,15,315,21,381.15
78,Room 627,15th Floor,2022-06-04,2022-05-06,Marietta McDonagh,15,Pastry - Lemon Danish - Mini,29,10,290,10,319
79,Room 1989,Apt 1632,2022-09-27,2022-12-27,Weylin Kniveton,16,Flavouring - Orange,56,60,3360,7,3595.2
80,Apt 724,PO Box 12846,2022-08-12,2022-11-10,Jenna Coytes,10,Cornflakes,76,26,1976,21,2390.96
81,3rd Floor,PO Box 19947,2023-03-24,2022-05-22,Ruggiero Larose,44,,7,42,294,7,
82,Apt 1711,Suite 88,2022-05-02,2023-08-14,Harmonie Haldon,38,Glaze - Clear,12,84,1008,7,1078.56
83,Room 570,Apt 1158,2023-03-17,2023-12-19,Oralla Palke,28,Lid - 16 Oz And 32 Oz,2,66,132,10,145.2
84,PO Box 89491,Suite 31,2023-03-10,2023-05-01,Ansley Ivanovic,40,Flour - All Purpose,2,68,136,10,149.6
85,13th Floor,PO Box 42103,2022-06-21,2023-10-10,Earvin Ashbee,50,"Pasta - Lasagne, Fresh",2,53,106,10,116.6
86,PO Box 70104,Room 1544,2022-10-24,2023-06-26,Orville Pasquale,25,Sage - Fresh,42,81,3402,10,3742.2
87,8th Floor,11th Floor,2022-04-26,2023-03-23,Barrie Heatlie,45,"Wine - Red, Harrow Estates, Cab",9,95,855,7,914.85
88,PO Box 24559,Apt 1680,2023-01-12,2023-01-16,Cynde Ayerst,19,,35,28,980,7,
89,PO Box 74956,PO Box 58583,2022-06-01,2022-06-10,Rowe Muckle,50,Drambuie,91,94,8554,21,10350.34
90,Apt 1020,Apt 277,2022-08-04,2022-07-23,Barbabas Lawfull,15,Cookie Dough - Peanut Butter,35,44,1540,7,1647.8
91,PO Box 89016,PO Box 314,2023-02-10,2023-03-27,Shelby Rubinsztein,3,Food Colouring - Green,98,7,686,10,754.6
92,Room 1314,Apt 156,2022-11-08,2022-12-11,Rich Streeter,30,Apple - Custard,82,49,4018,10,4419.8
93,Suite 62,Suite 93,2022-08-06,2022-06-26,Gertrud Claybourn,49,Island Oasis - Wildberry,22,79,1738,10,1911.8
94,Suite 89,Room 55,2023-03-14,2023-09-26,Basile Farlam,50,Wine - Cousino Macul Antiguas,49,43,2107,21,2549.47
95,15th Floor,8th Floor,2022-05-02,2022-08-10,Pieter Johannes,10,Pork Loin Cutlets,84,92,7728,7,8268.96
96,Suite 74,PO Box 78445,2022-10-29,2023-05-24,Lavina Mailes,35,"Vermouth - White, Cinzano",50,24,1200,21,1452
97,PO Box 25390,Apt 1099,2023-03-17,2022-08-02,Annabell Held,36,Sobe - Orange Carrot,62,57,3534,7,3781.38
98,PO Box 4960,6th Floor,2022-04-11,2023-03-15,Devon La Croce,49,Gatorade - Xfactor Berry,96,56,5376,10,5913.6
99,,,2022-09-07,2022-08-12,,6,Venison - Striploin,75,39,2925,7,3129.75
100,Suite 76,Suite 8,2023-03-15,2023-09-11,Ninette Brydie,28,Sour Puss - Tangerine,49,62,3038,7,3250.66
101,PO Box 45532,9th Floor,2022-07-04,2022-08-22,Catherin Stuckey,24,,88,32,2816,21,
102,Suite 58,PO Box 11784,2022-07-05,2022-11-24,Julianne Hallybone,15,Wine - Soave Folonari,59,33,1947,7,2083.29
103,Suite 4,17th Floor,2022-04-30,2023-02-04,Ynez Hasser,30,"Syrup - Monin, Swiss Choclate",35,7,245,10,269.5
104,Room 921,Room 1392,2022-10-11,2022-12-08,Peta Scarborough,28,Rice Paper,19,71,1349,10,1483.9
105,PO Box 19411,PO Box 96426,2023-01-24,2022-08-31,Arnoldo Bayley,24,Cherries - Fresh,88,89,7832,21,9476.72
106,2nd Floor,Room 1989,2022-10-30,2023-05-11,Payton Jecks,45,Extract - Lemon,33,67,2211,10,2432.1
107,Suite 52,Apt 1622,2022-11-29,2023-01-21,Theressa Leneham,32,"Fish - Atlantic Salmon, Cold",69,60,4140,21,5009.4
108,10th Floor,Apt 1943,2023-03-22,2024-03-18,Alf Gingedale,45,"Chicken - White Meat, No Tender",13,51,663,21,802.23
109,17th Floor,PO Box 55574,2023-01-18,2022-12-08,Rosco Inseal,29,Bagelers - Cinn / Brown,79,14,1106,7,1183.42
110,,,2022-04-12,2022-08-08,,47,Butter - Unsalted,79,32,2528,10,2780.8
111,Room 1809,Room 586,2023-03-15,2022-11-10,Shurwood Rylett,17,"Juice - Grape, White",94,93,8742,10,9616.2
112,Room 1862,Apt 1367,2022-12-29,2022-06-15,Chick Pennino,5,Beans - French,26,80,2080,7,2225.6
113,PO Box 2319,PO Box 30256,2023-01-11,2022-06-01,Katrina Yard,12,Wine - Vouvray Cuvee Domaine,1,80,80,21,96.8
114,8th Floor,Apt 1766,2022-10-23,2022-12-04,Ruth Grishakin,31,"Chicken - White Meat, No Tender",23,53,1219,7,1304.33
115,,,2022-07-01,2023-02-24,,15,"Sauce - Apple, Unsweetened",47,32,1504,21,1819.84
116,PO Box 41105,PO Box 59090,2022-11-13,2023-05-13,Gretchen Brompton,9,Gatorade - Lemon Lime,74,59,4366,21,5282.86
117,Suite 78,Room 962,2022-12-28,2022-11-05,Tally Bound,17,"Pasta - Gnocchi, Potato",18,59,1062,10,1168.2
118,Suite 38,Suite 98,2022-06-01,2024-01-11,Rafaelia McShee,26,Paper Cocktail Umberlla 80 - 180,89,89,7921,21,9584.41
119,PO Box 85355,Suite 76,2022-10-01,2023-07-21,Rickert Gillcrist,1,Apron,64,63,4032,21,4878.72
120,Suite 86,Room 797,2022-12-12,2024-02-05,Linette Pegg,31,Pork - Ground,26,63,1638,10,1801.8
121,11th Floor,PO Box 17181,2022-11-08,2024-01-21,Leonidas Tooley,44,Alize Gold Passion,41,77,3157,10,3472.7
122,Apt 773,9th Floor,2022-12-02,2022-04-16,Hyacinthia Flello,5,Tea - Decaf Lipton,13,73,949,21,1148.29
123,12th Floor,Room 1143,2022-09-12,2024-01-25,Bobette Clowser,25,Cinnamon - Ground,98,47,4606,21,5573.26
124,Room 1485,Apt 1669,2022-06-29,2024-04-01,Bridget Gartrell,23,Lamb - Whole Head Off,25,64,1600,21,1936
125,13th Floor,Suite 100,2022-04-12,2023-03-14,Killian Sugarman,22,Fondant - Icing,9,19,171,7,182.97
126,PO Box 805,4th Floor,2022-09-29,2023-05-01,Constantia Milroy,43,Pear - Halves,38,34,1292,10,1421.2
127,4th Floor,9th Floor,2022-06-19,2022-12-06,Van Bickley,11,Beer - Fruli,8,47,376,21,454.96
128,Suite 20,9th Floor,2022-04-03,2023-11-23,Garvey Stedson,29,Liners - Baking Cups,73,7,511,21,618.31
129,Apt 1875,Apt 1079,2022-09-10,2023-06-26,Nial Moehler,11,Wine - Barbera Alba Doc 2001,66,30,1980,10,2178
130,Apt 372,Suite 85,2022-09-23,2022-12-13,Ilaire Fishwick,28,Pasta - Fusili Tri - Coloured,26,30,780,7,834.6
131,Suite 18,PO Box 70651,2023-03-24,2023-04-25,Allene Rysdale,3,"Vermacelli - Sprinkles, Assorted",87,88,7656,21,9263.76
132,Apt 1949,Apt 515,2022-09-30,2023-08-31,Selma Yukhnev,47,"Mushroom - Chanterelle, Dry",10,31,310,21,375.1
133,Room 831,Apt 649,2022-05-16,2022-09-01,Catherine O' Borne,45,Salt - Seasoned,65,56,3640,10,4004
134,,,2022-04-23,2023-11-25,,34,Cheese - Augre Des Champs,38,36,1368,10,1504.8
135,,,2022-08-18,2022-05-03,,12,Skirt - 29 Foot,30,54,1620,21,1960.2
136,Apt 1062,Room 802,2022-09-29,2022-07-18,Mina Wintersgill,15,,57,56,3192,21,
137,PO Box 90274,Apt 1196,2023-03-25,2024-01-16,Alva Orro,29,Cakes Assorted,1,66,66,10,72.6
138,5th Floor,Apt 579,2022-06-06,2022-10-22,Alyson Webling,17,Pepper Squash,7,17,119,21,143.99
139,Apt 1509,Suite 65,2022-04-23,2023-12-03,Shane Andresen,31,Lid - 16 Oz And 32 Oz,73,12,876,7,937.32
140,Room 1063,Suite 55,2022-11-22,2022-05-15,Rodina Silverlock,40,"Lettuce - Mini Greens, Whole",13,59,767,7,820.69
141,Suite 87,Room 1828,2022-12-20,2022-12-08,Margarete Jonczyk,8,Turkey - Ground. Lean,3,56,168,10,184.8
142,Suite 11,9th Floor,2023-02-13,2023-05-02,Kaycee Benedikt,29,Apples - Spartan,48,49,2352,7,2516.64
143,Room 310,Apt 1399,2022-06-05,2023-06-28,Esmeralda Giannasi,1,Hand Towel,84,50,4200,10,4620
144,Suite 75,Room 1668,2023-01-10,2023-07-24,Osborn Harriskine,4,Glass Clear 8 Oz,88,43,3784,10,4162.4
145,Suite 52,Room 1791,2022-07-23,2023-04-10,Carlos Hurdis,1,"Juice - Pineapple, 341 Ml",5,78,390,7,417.3
146,PO Box 79413,Suite 55,2022-10-28,2022-11-13,Kip Barwell,27,,19,60,,21,
147,Apt 938,Apt 1666,2023-02-17,2024-03-10,Remy Archard,8,,90,71,6390,10,
148,Suite 71,PO Box 7115,2022-04-06,2022-11-13,Jeffie Russ,35,"Dill - Primerba, Paste",35,41,1435,7,1535.45
149,PO Box 52675,Suite 99,2022-07-03,2023-11-26,Pegeen Kasting,26,Appetizer - Sausage Rolls,87,97,8439,10,9282.9
150,Room 911,PO Box 28263,2022-04-12,2024-03-26,Neda Sapsed,15,Wine - Chateau Bonnet,3,47,141,7,150.87
151,PO Box 58997,20th Floor,2023-03-03,2023-05-26,Emile Hardern,18,Table Cloth - 53x69 Colour,24,98,2352,7,2516.64
152,Suite 40,Suite 69,2023-01-10,2022-10-08,Isak Jorden,15,Cheese - Oka,43,5,215,21,260.15
153,PO Box 60959,Suite 96,2022-12-18,2023-08-10,Betteanne Griggs,26,Icecream - Dstk Strw Chseck,71,33,2343,10,2577.3
154,PO Box 10334,PO Box 43965,2022-12-26,2022-08-02,Rhiamon L'Archer,8,The Pop Shoppe - Cream Soda,10,45,450,10,495
155,Apt 1406,Room 803,2023-01-03,2023-02-11,Naomi Platt,12,"Syrup - Golden, Lyles",65,31,2015,21,2438.15
156,PO Box 62611,2nd Floor,2022-09-15,2023-10-05,Farris Coggings,28,"Olives - Black, Pitted",67,12,804,21,972.84
157,Suite 3,Suite 96,2022-08-28,2023-01-30,Natassia Nestoruk,49,Corn - On The Cob,51,96,4896,10,5385.6
158,,,2023-03-15,2023-08-29,,18,Smoked Tongue,12,90,1080,7,1155.6
159,Suite 65,PO Box 23207,2022-10-04,2022-09-15,Cecilla Tasker,22,"Mop Head - Cotton, 24 Oz",37,30,1110,21,1343.1
160,PO Box 48212,10th Floor,2023-01-19,2023-07-04,Rosaline Chesman,29,,4,66,264,21,
161,Apt 1300,Room 1930,2022-08-26,2023-11-08,Devlen Bonehill,4,"Spoon - Soup, Plastic",68,58,3944,7,4220.08
162,Suite 39,PO Box 53436,2022-08-22,2023-06-08,Jeramie Fladgate,23,"Doilies - 5, Paper",68,84,,21,6911.52
163,PO Box 72293,Suite 72,2022-07-31,2023-01-09,Rollie Kersaw,41,Daikon Radish,38,30,1140,7,1219.8
164,10th Floor,PO Box 82351,2022-12-11,2024-01-11,Chalmers Oddey,28,Godiva White Chocolate,80,8,640,21,774.4
165,Room 1024,Suite 13,2023-02-18,2023-10-23,Monroe Patterfield,2,Nutmeg - Ground,41,57,2337,21,2827.77
166,Apt 545,Suite 54,2022-04-30,2023-11-01,Perceval Mosen,47,,89,73,6497,10,
167,9th Floor,Room 1615,2022-11-21,2024-02-26,Hastie Antonomoli,31,Apricots - Halves,49,42,2058,7,2202.06
168,Apt 356,Room 1530,2023-02-03,2023-01-07,Demetre McGeffen,1,Cucumber - Pickling Ontario,54,68,3672,7,3929.04
169,Room 951,Suite 87,2022-10-13,2023-07-06,Jenn Di Biaggi,20,Cheese - Colby,19,28,532,21,643.72
170,PO Box 64153,Suite 86,2022-12-23,2023-07-07,Ardath Penvarden,21,Scallop - St. Jaques,97,11,1067,7,1141.69
171,2nd Floor,Suite 60,2023-02-13,2022-08-09,Annelise Milborn,41,Bananas,81,93,7533,21,9114.93
172,12th Floor,Apt 926,2022-12-24,2022-05-07,Ethelred Ferebee,43,Calaloo,74,62,4588,21,5551.48
173,Suite 91,Suite 67,2022-10-24,2023-01-20,Desi Flieg,32,Huck White Towels,72,71,5112,21,6185.52
174,,,2022-08-06,2023-11-26,,43,Mushroom - Porcini Frozen,67,88,5896,10,6485.6
175,,,2022-11-30,2024-03-18,,5,Puree - Kiwi,18,81,1458,10,1603.8
176,Apt 218,Suite 1,2023-02-24,2022-06-24,Moll Jaukovic,25,Wine - Chardonnay Mondavi,94,95,8930,21,10805.3
177,10th Floor,Apt 938,2022-08-18,2023-01-01,Roderic Lomasna,42,Artichokes - Jerusalem,90,76,6840,7,7318.8
178,3rd Floor,Apt 1000,2022-05-06,2023-07-08,Blake Chue,14,Pasta - Cheese / Spinach Bauletti,91,86,7826,10,8608.6
179,,,2022-06-18,2022-04-22,,46,Beef Flat Iron Steak,71,57,4047,7,4330.29
180,15th Floor,PO Box 38425,2022-12-13,2023-09-20,Hillary Clissold,35,"Rum - Spiced, Captain Morgan",60,58,3480,10,3828
181,18th Floor,Room 1249,2022-10-24,2022-11-01,Monti Sone,39,"Seedlings - Buckwheat, Organic",87,93,8091,7,8657.37
182,Apt 1318,PO Box 42274,2023-01-05,2023-11-20,Amata Casterton,11,Cheese - Perron Cheddar,51,91,4641,21,5615.61
183,,,2022-09-17,2023-06-06,,41,Puree - Raspberry,1,96,96,10,105.6
184,Room 580,14th Floor,2023-03-02,2022-08-30,Wallie Crocetto,45,Glass Clear 8 Oz,39,89,3471,10,3818.1
185,Suite 65,Room 589,2023-01-05,2023-10-21,Morlee Ciotti,35,Rabbit - Legs,72,42,3024,10,3326.4
186,Room 1929,Room 848,2022-05-22,2024-01-11,Elle Behagg,42,Island Oasis - Cappucino Mix,27,75,2025,7,2166.75
187,Room 1021,PO Box 96418,2022-08-30,2024-03-22,Hetty Barracks,34,Bag - Regular Kraft 20 Lb,92,72,6624,21,8015.04
188,Apt 1656,Suite 49,2022-08-10,2022-09-08,Dorisa Kyteley,26,,51,27,1377,21,
189,Suite 6,17th Floor,2023-02-23,2024-02-02,Eric Cullinan,10,,81,30,2430,7,
190,Apt 876,Apt 1203,2023-03-15,2022-07-14,Lila Peregrine,21,"Flour - Bran, Red",15,35,525,21,635.25
191,PO Box 58506,PO Box 55295,2023-03-20,2023-05-03,Corney Laidlow,33,Cod - Black Whole Fillet,59,23,1357,7,1451.99
192,Suite 36,Suite 45,2022-06-20,2022-07-09,Sonny Veivers,15,Glycerine,84,98,,7,8808.24
193,PO Box 16428,Room 1031,2022-06-18,2023-09-03,Alyosha Dyerson,31,"Wine - Red, Marechal Foch",59,63,3717,21,4497.57
194,Suite 68,Room 928,2023-01-04,2022-09-28,Elisabeth Albiston,17,Cauliflower,34,45,1530,10,1683
195,7th Floor,4th Floor,2023-01-25,2023-11-26,Katrine Guillain,17,Puff Pastry - Slab,9,24,216,21,261.36
196,,,2022-09-22,2023-01-10,,37,Butter Balls Salted,12,90,,10,1188
197,Apt 298,16th Floor,2022-08-11,2024-01-30,Remington Vant,23,Milk - Chocolate 500ml,55,91,5005,21,6056.05
198,4th Floor,Apt 169,2023-01-03,2023-04-04,Baudoin Rilings,39,Syrup - Kahlua Chocolate,15,18,270,7,288.9
199,,,2022-11-20,2023-10-10,,3,"Pasta - Fettuccine, Dry",54,16,864,7,924.48
200,Room 189,Suite 100,2022-07-20,2023-09-17,Murdock Attenborough,13,Salmon Steak - Cohoe 8 Oz,76,56,4256,7,4553.92
201,Suite 40,Suite 11,2022-10-05,2022-08-25,Marcelle Loddy,14,Chick Peas - Canned,37,73,2701,7,2890.07
202,Suite 85,Room 142,2023-03-18,2024-03-04,Dieter Bard,36,Anchovy In Oil,28,23,644,21,779.24
203,Room 152,PO Box 18111,2022-07-04,2023-01-24,Thedric Spleving,39,Bacardi Breezer - Tropical,22,76,1672,7,1789.04
204,Room 470,Room 144,2022-12-28,2023-09-08,Levin Belf,34,Lettuce - Lolla Rosa,97,32,3104,10,3414.4
205,PO Box 77879,Room 391,2022-11-06,2023-06-05,Guthrey Rosling,20,,82,95,7790,7,
206,PO Box 21551,Apt 202,2022-11-01,2022-11-28,Daveen Mell,17,Cod - Fillets,25,15,375,7,401.25
207,Apt 1767,Apt 865,2022-09-11,2022-12-28,Maribelle Jorge,46,Pork - Bones,3,26,78,21,94.38
208,Apt 1227,Suite 18,2023-02-05,2022-05-19,Barry Tacker,17,Lamb - Shoulder,16,78,1248,10,1372.8
209,13th Floor,Room 1917,2022-07-22,2022-10-12,Ibby Schaffler,39,Extract - Rum,71,70,4970,10,5467
210,Suite 49,Suite 43,2022-07-09,2022-05-18,Wilow Knuckles,10,Island Oasis - Raspberry,72,45,3240,7,3466.8
211,Suite 10,Apt 165,2022-12-17,2023-11-04,Juana Pavelin,34,Onions - Pearl,27,93,2511,10,2762.1
212,Apt 405,Room 967,2023-04-01,2024-03-06,Alessandra Center,17,Kellogs Special K Cereal,67,70,4690,10,5159
213,Suite 37,Room 668,2022-06-15,2023-03-15,Timi Edbrooke,50,,67,76,5092,21,
214,PO Box 57420,Apt 490,2022-04-18,2023-04-14,Hewe Tather,33,Chicken - Whole Fryers,7,30,210,7,224.7
215,Apt 1388,Suite 53,2022-05-19,2023-01-26,Etta Albasini,5,Kellogs All Bran Bars,84,97,8148,7,8718.36
216,PO Box 77975,20th Floor,2022-12-12,2022-06-03,Alfonso Sager,42,Fruit Salad Deluxe,85,76,6460,7,6912.2
217,,,2022-11-22,2024-02-04,,22,Honey - Liquid,74,73,5402,10,5942.2
218,6th Floor,Room 713,2022-06-06,2023-01-30,Dino Bergin,43,Sobe - Orange Carrot,16,13,208,21,251.68
219,Apt 184,PO Box 15030,2022-11-14,2023-12-31,Tootsie Ruppel,12,Five Alive Citrus,7,73,511,21,618.31
220,Apt 294,PO Box 50998,2022-09-28,2022-10-09,Dolley Folbigg,30,Ice Cream - Life Savers,87,71,6177,21,7474.17
221,Room 1395,PO Box 75997,2022-05-04,2023-02-08,Bernadine McKeaney,9,Beef - Short Ribs,63,65,4095,21,4954.95
222,Apt 130,Apt 1883,2022-12-28,2023-09-05,Angele Tonbridge,2,Steam Pan - Half Size Deep,76,45,3420,21,4138.2
